 -0.25000000000000000      -0.25188047574119110      -0.25302455442867505      -0.25264554265601918      -0.25095714431233285     
 -0.25000000000000000      -0.25171662771616510      -0.25219054276561648      -0.25116393585304997      -0.24884313382716342     
 -0.25000000000000000      -0.25169759805299186      -0.25216250634600146      -0.25114167326052600      -0.24883548376930392     
 -0.25000000000000000      -0.25164060229445118      -0.25207866892970360      -0.25107578784185669      -0.24881616861331729     
 -0.25000000000000000      -0.25154593279985776      -0.25193993951125959      -0.25096909986562738      -0.24879600804166516     
 -0.25000000000000000      -0.25145168994915057      -0.25180262573882178      -0.25086649890046653      -0.24879061977737199     
 -0.25000000000000000      -0.25135789883247794      -0.25166691632837845      -0.25076817714260069      -0.24879952864486959     
 -0.25000000000000000      -0.25080593665107836      -0.25089668800459863      -0.25027852287019814      -0.24911183061824979     
 -0.25000000000000000      -0.24993578829242327      -0.24985635063214839      -0.25000007028753318      -0.25049437574723188     
 -0.25000000000000000      -0.24913939192166792      -0.24916793871182430      -0.25048590457457265      -0.25303629131877925     
 -0.25000000000000000      -0.24842441654282507      -0.24873804988834469      -0.25106211044301646      -0.25491701769754394     
