   4.4540556118675854E-011   4.4540556118750133E-011
  -3.4407784115077975E-011   9.1695267169774309E-007
   2.2342111511982146E-012  -1.6233402717732751E-006
   6.2224174012685550E-011   1.6724561431431265E-006
  -4.5271305772287716E-009   2.7482377167175552E-005
  -4.5271008990847558E-009  -2.7482062580589896E-005
   6.2225330276364268E-011  -1.6724730414472679E-006
   2.2351381149873356E-012   1.6233395255562678E-006
  -3.4409724597813526E-011  -9.1694318568821333E-007
   4.4541155341227218E-011  -5.6782025530663081E-011
   9.1695267170129745E-007  -3.4407785810087398E-011
  -7.0292376623069980E-007  -7.0292376622945413E-007
   2.6651865275942092E-008   1.2443818187838348E-006
   1.3032492633050326E-006  -1.2817994647318484E-006
   1.0322068377539137E-005  -2.1437566175882238E-005
   1.0321875496945267E-005   2.1437322493957826E-005
   1.3032373222863477E-006   1.2818124306224343E-006
   2.6663456864210900E-008  -1.2443812498128240E-006
  -7.0293031620169616E-007   7.0291649426317047E-007
   9.1695267432269523E-007   4.3792205510876683E-011
  -1.6233402717731539E-006   2.2342116152332969E-012
   1.2443818187817441E-006   2.6651865278766189E-008
  -4.7008105461865106E-008  -4.7008105467123957E-008
  -2.3074275498457366E-006   4.7603717071937780E-008
  -1.9212395201314926E-005   2.1145136761002962E-006
  -1.9212046435896667E-005  -2.1144955847003195E-006
  -2.3074064090543401E-006  -4.7604213144811306E-008
  -4.7028629111027214E-008   4.7008088126508429E-008
   1.2443934130173144E-006  -2.6651590634535205E-008
  -1.6233402705261163E-006  -2.5891997257689328E-012
   1.6724561431457885E-006   6.2224170285933289E-011
  -1.2817994647338720E-006   1.3032492633032869E-006
   4.7603717067962026E-008  -2.3074275498452148E-006
   2.3781912619208145E-006   2.3781912619230740E-006
   2.4217128509553390E-005   3.7548124361596054E-005
   2.4216734810710610E-005  -3.7547687521753184E-005
   2.3781695178544244E-006  -2.3782152834332980E-006
   4.7624861824903348E-008   2.3074264882544924E-006
  -1.2818114250155295E-006  -1.3032357792727092E-006
   1.6724561479634220E-006  -7.9623589054478441E-011
   2.7482377167181173E-005  -4.5271305843676629E-009
  -2.1437566175861736E-005   1.0322068377561218E-005
   2.1145136761172127E-006  -1.9212395201317467E-005
   3.7548124361596305E-005   2.4217128509538950E-005
  -6.7309554294837327E-003  -6.7309554294836937E-003
  -6.7309064889124713E-003   6.7309110979820556E-003
   3.7547730645078109E-005  -2.4217302077022063E-005
   2.1148624416892674E-006   1.9212369787425180E-005
  -2.1437759044032968E-005  -1.0321953072806732E-005
   2.7482377189552790E-005   4.3840363205093425E-009
  -2.7482062580581473E-005  -4.5271009082979770E-009
   2.1437322493953256E-005   1.0321875496974932E-005
  -2.1144955847145484E-006  -1.9212046435870355E-005
  -3.7547687521747851E-005   2.4216734810734436E-005
   6.7309110979821042E-003  -6.7309064889125450E-003
   6.7308621577161498E-003   6.7308621577161420E-003
  -3.7547293837372645E-005  -2.4216908374944369E-005
  -2.1148443488594136E-006   1.9212021023255987E-005
   2.1437515386176849E-005  -1.0321760193141597E-005
