  -1.0004146635532379E-002 ,  -1.0004146635532379E-002
  -1.0013477262054954E-002 ,  -9.9877124762626484E-003
  -1.0052567654606602E-002 ,  -9.9423637264729210E-003
  -1.0133998899175581E-002 ,  -9.8800649519135281E-003
  -1.0241865083687716E-002 ,  -9.7859288055521260E-003
  -1.0389368754321017E-002 ,  -9.6907987537300164E-003
  -1.0570489909123517E-002 ,  -9.5808686460882326E-003
  -1.0799395743168199E-002 ,  -9.4703220510628325E-003
  -1.1057115886786468E-002 ,  -9.3319222094666969E-003
  -1.1327456395710688E-002 ,  -9.1806853884280094E-003
  -1.1623916338181937E-002 ,  -9.0156809576933134E-003
  -1.1942751279931560E-002 ,  -8.8500458908614896E-003
  -1.2354036539648073E-002 ,  -8.6856531046749664E-003
  -1.2773253644135719E-002 ,  -8.4748095319655773E-003
  -1.3241228644478017E-002 ,  -8.2844712242149416E-003
  -1.3728207963182229E-002 ,  -8.0756406966962062E-003
  -1.4246445638020388E-002 ,  -7.8919978085426577E-003
  -1.4828232060420705E-002 ,  -7.7227908456240181E-003
  -1.5411033220243241E-002 ,  -7.6278214324726227E-003
  -1.6016850629506529E-002 ,  -7.5514922309252155E-003
  -1.6642677429034278E-002 ,  -7.5425805503841733E-003
  -1.7262716394137498E-002 ,  -7.5382508666021831E-003
  -1.7877130814434403E-002 ,  -7.5723481455322698E-003
  -1.8554434135070741E-002 ,  -7.6397036172330055E-003
  -1.9200196509166663E-002 ,  -7.7894855216138993E-003
  -1.9774096377279213E-002 ,  -7.9140115533440272E-003
  -2.0387584922323433E-002 ,  -8.0289518045750831E-003
  -2.1020838708016111E-002 ,  -8.1643478316761608E-003
  -2.1680311262931264E-002 ,  -8.3097040106549329E-003
  -2.2346264559989677E-002 ,  -8.4362425687988293E-003
  -2.3090071067866515E-002 ,  -8.6944411850837112E-003
  -2.3813954063594527E-002 ,  -8.9426792033591926E-003
  -2.4545302852735266E-002 ,  -9.1910849891135293E-003
  -2.5283856092861757E-002 ,  -9.4944221376844842E-003
  -2.6024955412143686E-002 ,  -9.8310026445329532E-003
  -2.6903452059187500E-002 ,  -1.0148200025994196E-002
  -2.7762743998379646E-002 ,  -1.0458967751593395E-002
  -2.8814202775167729E-002 ,  -1.0766469189464637E-002
  -2.9835563268356666E-002 ,  -1.1118390715978579E-002
  -3.0999075907420175E-002 ,  -1.1496004126100598E-002
  -3.2235131568929661E-002 ,  -1.1906419580970374E-002
  -3.3524095778823169E-002 ,  -1.2266439501255446E-002
  -3.4836336626762963E-002 ,  -1.2710692541892938E-002
  -3.6171873864547996E-002 ,  -1.3083498421626712E-002
  -3.7438704406615335E-002 ,  -1.3392037936183024E-002
  -3.8682426913981612E-002 ,  -1.3642477809528600E-002
  -3.9873877477887468E-002 ,  -1.3872221456846870E-002
  -4.0963925797967614E-002 ,  -1.4011308964080173E-002
  -4.1995884592647664E-002 ,  -1.4055769725450517E-002
  -4.3031881137411535E-002 ,  -1.3941090672048340E-002
  -4.4019454294436385E-002 ,  -1.3806512254403668E-002
  -4.4948790123674920E-002 ,  -1.3517876612337665E-002
  -4.5868001765758899E-002 ,  -1.3174866398415631E-002
  -4.6785305630205339E-002 ,  -1.2817311651304206E-002
  -4.7708712743994880E-002 ,  -1.2417948096462170E-002
  -4.8620317317627851E-002 ,  -1.2046052088605364E-002
