  -1.0004146635532379E-002 ,  -1.0004146635532379E-002
  -1.0007908065777050E-002 ,  -9.9966218488465874E-003
  -1.0032055793671935E-002 ,  -9.9711987602129661E-003
  -1.0100446983607642E-002 ,  -9.9371682484127345E-003
  -1.0215095102273626E-002 ,  -9.8819898048276306E-003
  -1.0394056232508215E-002 ,  -9.8091191296890892E-003
  -1.0643175432524698E-002 ,  -9.7276733056237252E-003
  -1.0928924535907431E-002 ,  -9.6239647322401371E-003
  -1.1266805522280597E-002 ,  -9.5067484167180149E-003
  -1.1643615890099565E-002 ,  -9.3950364375586879E-003
  -1.2064550129647614E-002 ,  -9.2551771841913755E-003
  -1.2503711872604094E-002 ,  -9.1373746322022924E-003
  -1.3007151079266322E-002 ,  -9.0553369237986493E-003
  -1.3558074419571034E-002 ,  -8.9417450894210479E-003
  -1.4120516824276766E-002 ,  -8.8941666104293549E-003
  -1.4696450307683734E-002 ,  -8.8389682288099874E-003
  -1.5249982468883526E-002 ,  -8.7761112263038329E-003
  -1.5815307523123670E-002 ,  -8.7167674893424210E-003
  -1.6342077580444411E-002 ,  -8.6215001185219534E-003
  -1.6851330335886820E-002 ,  -8.5090657218557225E-003
  -1.7330690490669601E-002 ,  -8.3711974087884670E-003
  -1.7796619989717721E-002 ,  -8.2375497793884447E-003
  -1.8290975756153023E-002 ,  -8.1095459701095874E-003
  -1.8815575875166544E-002 ,  -7.9959494914036457E-003
  -1.9350713073965794E-002 ,  -7.9376955776823931E-003
  -1.9978302344489007E-002 ,  -7.8564074685715385E-003
  -2.0642223972731678E-002 ,  -7.8051729381527542E-003
  -2.1386596061301891E-002 ,  -7.7650431340402009E-003
  -2.2221295637615716E-002 ,  -7.7625761801963017E-003
  -2.3078850442454960E-002 ,  -7.7834805969751591E-003
  -2.3941488143617455E-002 ,  -7.8618756915755546E-003
  -2.4776271063860530E-002 ,  -7.9201186740640618E-003
  -2.5635046376691593E-002 ,  -8.0261740917536312E-003
  -2.6492825709543970E-002 ,  -8.0312819683462083E-003
  -2.7275330980425408E-002 ,  -8.0578452545655571E-003
  -2.8087727571211800E-002 ,  -8.0662601768534594E-003
  -2.8927543409419974E-002 ,  -7.9585878292536168E-003
  -2.9773496598326277E-002 ,  -7.8333946914252370E-003
  -3.0643178445317942E-002 ,  -7.6697593688641874E-003
  -3.1551767052276795E-002 ,  -7.5230098917814176E-003
  -3.2592818929314780E-002 ,  -7.2282493873682659E-003
  -3.3585646426333056E-002 ,  -6.8881886397611451E-003
  -3.4627948535428901E-002 ,  -6.4351423202053453E-003
  -3.5752497545938532E-002 ,  -5.9315688130292098E-003
  -3.6839396964328482E-002 ,  -5.3456647073453576E-003
  -3.7922300158208327E-002 ,  -4.6754887326444436E-003
  -3.8981871910971855E-002 ,  -3.8718969478735979E-003
  -4.0041610812161801E-002 ,  -2.9631181841424568E-003
  -4.1163281303186965E-002 ,  -2.1223168469695249E-003
  -4.2331356087236517E-002 ,  -1.2673955078009187E-003
  -4.3390692367696632E-002 ,  -3.5578106967013061E-004
  -4.4472101238084635E-002 ,   5.1889238206094101E-004
  -4.5556344311738661E-002 ,   1.3151919812240162E-003
  -4.6634854949471352E-002 ,   2.1439904819818838E-003
  -4.7712456453593143E-002 ,   2.8590274311510724E-003
  -4.8788316400599920E-002 ,   3.4774086894411279E-003
  -4.9794616277851401E-002 ,   4.0821639313594529E-003
  -5.0825829218352131E-002 ,   4.7178468962706856E-003
